"ID","duration","language","canton","other_canton","house","other_house","WOGENO_BE_house","GEWOBA_ZG_house","time_house","role_no","role_board","role_association","role_workgroup","role_other","role_other_spec","coop_1_4R","coop_3_5R","coop_4_3R","coop_8_2R","middle_name","birth_month","mother","father","factor_analysis","other_dv","outcome1","outcome2","outcome3","sd","completed","house_old","coop_1_1","coop_1_2","coop_1_3","coop_1_4","coop_1_5","coop_2_1","coop_2_2","coop_2_3","coop_2_4","coop_3_1","coop_3_2","coop_3_3","coop_3_4","coop_3_5","coop_4_1","coop_4_2","coop_4_3","coop_4_4","coop_5_1","coop_5_2","coop_5_3","coop_5_4","coop_6_1","coop_6_2","coop_6_3","coop_6_4","coop_6_5","coop_7_1","coop_7_2","coop_7_3","coop_8_1","coop_8_2","coop_8_3","coop_8_4","coop_9_1","coop_9_2","coop_9_3","dv_market_1","dv_market_2","dv_market_3","dv_env_1","dv_env_2","dv_env_3","soc_id_neigh_1","soc_id_neigh_2","soc_id_neigh_3","soc_id_neigh_4","soc_id_hc_1","soc_id_hc_2","soc_id_hc_3","soc_id_hc_4","mor_house_1","mor_house_2","mor_house_3","ce_house_1","ce_house_2","anger_house_1","anger_house_2","anger_house_3","mor_market_1","mor_market_2","mor_market_3","ce_market_1","ce_market_2","anger_market1_1","anger_market1_2","anger_market1_3","anger_market2_1","anger_market2_2","mor_env_1","mor_env_2","mor_env_3","ce_env_1","ce_env_2","anger_env_1","anger_env_2","gender","birth_year_code","n_household","n_children_hh","education","pol_orientation","nationality","second_nat","nat_no_ch","pers_income","joint_income","prop_income","prop_rent_joint","prop_rent_single","n_children","birth_year","age","gender_m_w","gender_o_w","prop_income_num","pers_income_num","n_adults","pers_income_final","income_flag","age_s","n_hh_s","income_s","si_h","mor_h","ce_h","an_h","si_m_e","mor_m","ce_m","an_m","an_m_eco","an_m_soc","mor_e","ce_e","an_e","C1","C2","C3","C4","C5","C6","C7","dv_env","dv_soc","si_h_s","mor_h_s","ce_h_s","an_h_s","si_m_e_s","mor_m_s","ce_m_s","an_m_s","an_m_eco_s","an_m_soc_s","mor_e_s","ce_e_s","an_e_s","dv_eco"
263,1363,3,7,NA,37,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,3,3,"r",8,"l","r",1,1,1,1,1,1,1,37,5,5,7,4,6,6,6,5,3,5,3,6,7,7,5,5,5,7,7,6,5,5,2,1,1,3,6,5,6,6,5,5,3,2,7,3,7,5,3,3,4,5,4,7,6,5,5,3,4,2,1,6,6,7,7,7,2,4,2,5,3,5,2,6,2,2,2,5,6,6,6,7,5,6,6,6,2,60,3,1,5,2,1,NA,NA,7,1,2,2,-77,1,1979,46,1,0,0.3,6000,2,10000,"joint ok",-0.549846095759541,-0.0203509566524603,0.873281187987158,5.75,6.33333333333333,7,2.66666666666667,2.5,4.33333333333333,4,3.4,5.5,2,6.33333333333333,5.5,6,5.14285714285714,5.85714285714286,5.2,5.33333333333333,2.5,3.25,5.66666666666667,4.33333333333333,3,-0.15692685083611,0.720626713979588,1.10931439181795,-0.671082940688358,-2.1506046750056,-0.539987051710839,-1.78412765596307,-1.68517863617583,-0.767701605496883,-1.77260913339531,0.436814480223754,0.071252646995409,0.278134356867261,5
264,2257,3,7,NA,37,NA,NA,NA,3,NA,NA,NA,1,NA,NA,4,2,1,1,"H",6,"H","H",1,1,1,1,1,1,1,37,7,7,7,4,7,7,7,7,7,4,4,7,7,6,4,7,7,7,7,6,6,6,4,2,4,2,6,4,2,1,5,7,7,7,7,1,4,4,6,2,4,5,5,7,7,5,6,3,5,3,2,4,6,6,6,7,1,2,2,4,4,6,5,6,4,4,4,6,7,7,7,7,6,5,7,3,1,24,2,0,2,4,1,NA,NA,1,1,4,3,-77,0,1943,82,0,0,0.7,0,2,3000,"joint but no income => NA",2.01985162950535,-0.41539893872963,-0.560799036561136,6.25,5.33333333333333,6.5,1.66666666666667,3.25,4.66666666666667,5.5,5,6.5,4,7,5.5,5,5.42857142857143,6.57142857142857,5.2,6,4,5.25,4,4.66666666666667,4,0.431548839799302,-0.180156678494897,0.548711406672586,-1.30502579496457,-1.54419663505813,-0.285057542319455,-0.240171030610414,-0.170926900469842,0.201099655742014,-0.319289843903504,1.07323292823187,0.071252646995409,-0.477292291414188,4
265,988,3,7,NA,37,NA,NA,NA,1.5,1,NA,NA,NA,NA,NA,4,1,4,4,"F",8,"R","T",1,1,1,1,1,1,1,37,5,7,7,4,7,7,5,4,4,7,7,7,7,7,4,7,4,5,7,5,7,6,3,4,1,4,4,4,1,1,5,4,4,4,7,4,4,6,4,2,5,6,6,5,5,4,5,4,4,4,4,6,6,6,6,6,2,5,2,2,2,5,5,5,6,4,6,7,7,7,7,7,7,7,7,7,1,68,4,2,4,1,1,NA,NA,4,1,2,2,-77,2,1987,38,0,0,0.3,3000,2,5000,"joint ok",-1.12089003470729,0.374697025424709,-0.151061829547337,4.75,6,6,3,4,3,5,6,7,5.33333333333333,7,7,7,3.85714285714286,5.85714285714286,6.4,6,3,4.25,5,5.66666666666667,3,-1.33387823210694,0.42036558315476,-0.0118915784727806,-0.459768655929619,-0.937788595110672,-1.55970508927637,-0.7548232390613,0.775480434346397,0.685500286361462,0.649589682424369,1.07323292823187,1.28746162157222,1.03356100514871,6
268,703,3,2,NA,35,NA,NA,NA,2,NA,NA,NA,1,1,"Baukommission",4,2,2,3,"T",11,"U","S",1,1,1,1,1,1,1,35,6,6,6,4,6,7,6,6,6,7,6,6,6,6,6,3,6,6,6,6,5,6,6,6,6,4,6,6,6,1,6,5,6,5,4,6,4,7,7,7,4,5,4,7,7,5,5,6,7,3,3,6,6,6,6,6,5,5,5,5,3,6,5,4,3,4,4,7,7,6,6,6,6,5,5,5,2,71,2,0,6,3,1,NA,NA,9,2,-77,-77,1,0,1990,35,1,0,NA,8000,2,8000,"not joint ok",-1.3350315118127,-0.41539893872963,0.46354398097336,6,6,6,5,4.75,4.66666666666667,4.5,5,7,3.66666666666667,6,5.5,5,5.28571428571429,5.71428571428571,6.2,5.66666666666667,6,5.25,4.66666666666667,4.33333333333333,7,0.137310994481596,0.42036558315476,-0.0118915784727806,0.808117052622812,-0.33138055516321,-0.285057542319455,-1.26947544751219,-0.170926900469842,0.685500286361462,-0.561509725485472,0.118605256219695,0.071252646995409,-0.477292291414188,7
269,757,3,7,NA,37,NA,NA,NA,2,NA,NA,NA,1,NA,NA,4,NA,4,3,"M",5,"C","L",1,1,1,1,1,1,1,37,4,7,6,4,7,7,7,7,7,7,7,7,7,4,6,4,4,7,7,7,7,6,6,6,6,7,7,6,6,6,5,5,4,4,7,7,4,7,7,6,6,7,7,7,7,4,5,5,6,4,5,6,7,7,7,7,6,6,6,6,5,6,6,6,5,5,5,7,7,7,7,7,7,7,7,7,1,68,3,1,4,3,1,NA,NA,4,1,2,1,-77,1,1987,38,0,0,0.3,3000,2,5000,"joint ok",-1.12089003470729,-0.0203509566524603,-0.151061829547337,5.75,6.66666666666667,7,6,5,5.66666666666667,6,5.8,7,5,7,7,7,6.28571428571429,6,6.8,6.66666666666667,6.25,5,6,6.66666666666667,6.5,-0.15692685083611,1.02088784480442,1.10931439181795,1.44205990689903,-0.129244541847389,0.479730985854694,0.274481177840473,0.586198967383149,0.685500286361462,0.407369800842401,1.07323292823187,1.28746162157222,1.03356100514871,7
271,926,3,7,NA,37,NA,NA,NA,3,NA,1,NA,NA,NA,NA,4,2,3,1,"S",12,"A","E",1,1,1,1,1,1,1,37,7,6,7,4,6,7,5,7,7,7,7,7,6,6,4,5,5,6,7,6,7,5,4,4,3,1,3,4,3,2,4,7,4,7,4,3,1,6,7,6,6,7,6,7,7,4,5,7,7,2,2,4,2,5,6,7,1,1,1,4,4,5,6,6,1,1,1,1,1,6,4,4,4,4,1,1,2,33,1,0,5,3,1,NA,NA,7,2,-77,-77,2,0,1952,73,1,0,NA,6000,1,6000,"not joint ok",1.37742719818913,-0.8104469208068,0.0538067739595617,5.75,3.66666666666667,6.5,1,4.5,4.33333333333333,6,1,1,1,4.66666666666667,4,1,5.28571428571429,5.71428571428571,6.2,6,3.5,4,2.66666666666667,6.33333333333333,6.5,-0.15692685083611,-1.68146233261904,0.548711406672586,-1.72765436448205,-0.533516568479031,-0.539987051710839,0.274481177840473,-3.9565562397348,-5.12730728107192,-2.49926877814122,-1.15423163979654,-1.1449563275814,-3.49899888453998,6
272,911,3,7,NA,37,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,1,3,NA,"P",4,"R","W",1,1,1,1,1,1,1,37,7,6,6,5,7,7,4,6,5,4,6,6,6,7,6,7,5,7,7,7,7,6,2,2,2,2,2,5,2,1,6,3,1,6,6,6,7,5,6,4,4,5,6,7,7,5,5,6,6,5,5,6,6,6,6,6,1,1,1,4,4,5,5,5,4,5,5,5,7,7,7,7,7,7,6,5,1,64,2,1,4,4,1,NA,NA,9,2,-77,-77,1,1,1983,42,0,0,NA,8000,1,8000,"not joint ok",-0.835368065233418,-0.41539893872963,0.46354398097336,6,6,6,1,5.5,4.33333333333333,5,5.2,6,4.66666666666667,7,7,5.5,4.42857142857143,6.42857142857143,5.6,6.66666666666667,2,3.75,6.33333333333333,5,5,0.137310994481596,0.42036558315476,-0.0118915784727806,-1.72765436448205,0.275027484784253,-0.539987051710839,-0.7548232390613,0.018354566493406,-0.283300974877435,0.165149919260433,1.07323292823187,1.28746162157222,-0.0995789672734637,5
274,717,2,3,NA,27,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,3,1,"A",1,"B","C",1,1,1,1,1,1,1,27,6,6,7,3,5,7,4,6,4,7,7,7,7,7,5,7,5,7,6,6,6,4,3,3,4,1,1,7,7,1,4,7,2,5,7,7,7,5,7,5,7,7,7,7,7,7,6,7,7,7,4,6,6,6,6,6,7,6,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,1,58,4,2,5,4,3,NA,"Francaise",9,1,3,1,-77,2,1977,48,0,0,0.5,8000,2,8000,"joint ok",-0.407085111022603,0.374697025424709,0.46354398097336,6.75,6,6,6.66666666666667,6.25,7,7,6.6,7,6.33333333333333,7,7,7,4.85714285714286,6.28571428571429,6.6,5.33333333333333,2.75,3,7,7,6,1.02002453043471,0.42036558315476,-0.0118915784727806,1.86468847641651,0.881435524731716,1.49944902342023,1.30378559474225,1.34332483523614,0.685500286361462,1.37624932717027,1.07323292823187,1.28746162157222,1.03356100514871,5
275,982,3,2,NA,42,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,4,1,"M",8,"J","B",1,1,1,1,1,1,1,42,1,2,7,1,4,3,2,2,2,2,4,4,7,7,4,4,4,6,5,3,2,2,2,1,1,1,1,1,1,1,4,7,1,1,3,1,5,7,7,3,4,5,5,5,3,3,3,5,4,4,4,5,3,4,3,3,1,5,1,3,2,2,2,5,7,7,7,7,7,7,7,7,5,4,7,7,3,69,1,0,5,1,2,"Italien",NA,5,2,-77,-77,3,0,1988,37,0,1,NA,4000,1,4000,"not joint ok",-1.19227052707576,-0.8104469208068,-0.355930433054237,3.5,4,3,2.33333333333333,4.25,2.33333333333333,3.5,7,7,7,7,4.5,7,1.57142857142857,3.85714285714286,4.2,2.33333333333333,1.25,1.75,3,4.66666666666667,5,-2.80506745869547,-1.38120120179421,-3.37550948934498,-0.882397225447096,-0.735652581794851,-2.06956410805914,-2.29877986441396,1.72188776916264,0.685500286361462,1.86068909033421,1.07323292823187,-0.739553336055797,1.03356100514871,7
277,1746,3,2,NA,21,NA,NA,NA,5,1,NA,NA,NA,NA,NA,2,1,1,4,"E",7,"P","H",1,1,1,1,1,1,1,21,6,6,4,6,6,4,5,6,6,7,7,6,6,7,7,4,7,7,6,5,5,5,4,4,1,1,6,6,2,4,3,4,1,4,4,2,1,2,6,5,7,7,6,7,7,7,7,6,7,6,5,7,5,6,7,7,5,1,2,5,6,7,7,7,5,5,4,5,6,7,7,7,7,7,7,7,1,37,1,0,2,3,1,NA,NA,6,2,-77,-77,2,0,1956,69,0,0,NA,5000,1,5000,"not joint ok",1.09190522871525,-0.8104469208068,-0.151061829547337,7,6,7,2.66666666666667,6,6,7,5,5.5,4.66666666666667,7,7,7,5,5.71428571428571,6.6,5,3.75,2.25,2.33333333333333,6.66666666666667,5.5,1.31426237575242,0.42036558315476,1.10931439181795,-0.671082940688358,0.679299511415895,0.734660495246077,1.30378559474225,-0.170926900469842,-0.767701605496883,0.165149919260433,1.07323292823187,1.28746162157222,1.03356100514871,2
278,1069,3,2,NA,23,NA,NA,NA,3,NA,NA,NA,1,NA,NA,4,2,4,3,"M",10,"E","B",1,1,1,1,1,1,1,23,4,4,7,4,4,5,5,5,5,6,6,5,3,6,5,4,4,6,5,5,4,4,4,4,4,2,2,4,6,5,2,5,4,3,6,5,4,7,7,7,7,7,7,7,7,6,5,4,7,6,6,7,6,5,6,7,3,5,3,7,6,6,5,5,6,5,5,5,7,7,6,6,6,5,6,7,2,43,2,1,2,3,1,NA,NA,4,2,-77,-77,2,1,1962,63,1,0,NA,3000,1,3000,"not joint ok",0.663622274504435,-0.41539893872963,-0.560799036561136,6.25,6,6.5,3.66666666666667,5.75,6.33333333333333,5,5.6,6,5.33333333333333,6.33333333333333,5.5,6.5,4.85714285714286,4.57142857142857,5,4.33333333333333,3.5,2.75,5,7,7,0.431548839799302,0.42036558315476,0.548711406672586,-0.037140086412142,0.477163498100074,0.98959000463746,-0.7548232390613,0.396917500419901,-0.283300974877435,0.649589682424369,0.436814480223754,0.071252646995409,0.655847681007985,7
279,-1,3,2,NA,21,NA,NA,NA,8,NA,NA,NA,1,1,"Div. Arbeitsgruppen",4,3,2,2,"T",2,"B","K",1,1,1,1,1,1,1,21,5,4,7,4,7,7,7,7,7,7,7,7,7,5,6,7,6,7,7,7,6,7,5,6,3,6,4,6,4,4,7,6,4,6,7,7,7,7,7,7,7,7,7,7,7,6,7,5,6,4,4,7,6,6,6,6,3,1,4,5,4,5,5,6,6,6,6,6,5,7,6,7,6,6,5,5,1,65,4,2,4,6,2,"Deutsche ",NA,3,1,1,2,-77,2,1984,41,0,0,0.1,2000,2,10000,"joint ok",-0.906748557601887,0.374697025424709,0.873281187987158,6.75,6.33333333333333,6,2.66666666666667,4.75,4.66666666666667,5.5,5.8,5.5,6,6.66666666666667,6,5,5.42857142857143,6.71428571428571,6.8,6.66666666666667,4.5,5.75,7,7,7,1.02002453043471,0.720626713979588,-0.0118915784727806,-0.671082940688358,-0.33138055516321,-0.285057542319455,-0.240171030610414,0.586198967383149,-0.767701605496883,1.13402944558831,0.755023704227813,0.476655638521012,-0.477292291414188,7
280,652,3,2,NA,43,NA,NA,NA,1,NA,NA,1,NA,NA,NA,4,1,4,NA,"C",3,"R","R",1,1,1,1,1,1,1,43,6,6,7,4,5,3,4,5,6,4,7,7,6,7,4,6,4,6,6,5,5,4,2,5,3,1,1,4,1,1,3,7,1,1,2,2,2,7,6,5,6,6,6,5,6,6,7,6,6,4,3,5,2,3,7,7,1,1,1,7,2,5,6,7,3,5,5,5,7,7,7,7,5,5,7,7,2,61,1,0,5,4,1,NA,NA,6,2,-77,-77,2,0,1980,45,1,0,NA,5000,1,5000,"not joint ok",-0.62122658812801,-0.8104469208068,-0.151061829547337,6,3.33333333333333,7,1,4.75,4.66666666666667,6.5,5,6,4.33333333333333,7,5,7,4.14285714285714,4.85714285714286,5.6,4.66666666666667,2.75,1.5,2,6,5.5,0.137310994481596,-1.98172346344387,1.10931439181795,-1.72765436448205,-0.33138055516321,-0.285057542319455,0.789133386291359,-0.170926900469842,-0.283300974877435,-0.0770699623215356,1.07323292823187,-0.334150344530194,1.03356100514871,7
281,778,3,2,NA,48,"wbgacht",NA,NA,2,NA,NA,NA,1,NA,NA,5,1,2,3,"R",8,"R","V",1,1,1,1,1,1,1,NA,6,7,7,3,4,4,4,6,6,7,6,6,5,7,4,4,6,7,6,6,7,4,5,6,6,4,4,6,6,6,4,5,5,4,7,1,4,7,6,7,5,5,5,6,7,6,6,6,6,5,4,6,4,5,5,6,2,2,2,5,4,5,5,6,3,3,3,6,7,5,5,5,5,4,5,5,1,51,4,2,5,4,1,NA,NA,7,1,3,2,-77,2,1970,55,0,0,0.5,6000,2,6000,"joint ok",0.0925783355566812,0.374697025424709,0.0538067739595617,6.25,5,5.5,2,5.25,4.66666666666667,5.5,4.4,6.5,3,5,4.5,5,5.85714285714286,5.28571428571429,5.6,5.66666666666667,5.25,4.25,4,5,6.5,0.431548839799302,-0.480417809319725,-0.572494563618148,-1.09371151020583,0.0728914714684322,-0.285057542319455,-0.240171030610414,-0.738771301359585,0.201099655742014,-1.04594948864941,-0.836022415792483,-0.739553336055797,-0.477292291414188,7
282,1133,3,2,NA,40,NA,NA,NA,1.5,NA,NA,NA,1,NA,NA,7,NA,4,NA,"H",4,"B","V",1,1,1,1,1,1,1,40,7,7,7,1,7,7,7,7,4,4,1,1,1,4,4,1,4,4,7,1,1,1,1,7,4,7,1,7,6,7,7,5,7,2,1,1,1,6,6,6,6,6,6,6,6,4,4,6,6,6,6,7,7,7,7,7,4,4,4,6,6,6,6,6,4,6,4,6,6,6,6,6,6,6,6,6,2,46,2,0,2,3,2,"Deutscher",NA,8,2,-77,-77,1,0,1965,60,1,0,NA,7000,2,7000,"not joint ok",0.449480797399027,-0.41539893872963,0.258675377466461,5,7,7,4,6,6,6,5.2,6,4.66666666666667,6,6,6,6.42857142857143,5.28571428571429,2.2,1,3.25,5.75,1,6,6,-1.03964038678923,1.32114897562925,1.10931439181795,0.174174198346597,0.679299511415895,0.734660495246077,0.274481177840473,0.018354566493406,-0.283300974877435,0.165149919260433,0.118605256219695,0.476655638521012,0.278134356867261,6
283,824,3,2,NA,23,NA,NA,NA,3,1,NA,NA,NA,NA,NA,4,2,4,5,"E",9,"M","P",1,1,1,1,1,1,1,23,4,4,6,4,4,5,4,4,4,7,5,4,4,6,4,4,4,5,5,3,5,4,3,4,2,1,4,4,1,2,2,3,2,2,1,2,3,7,6,3,5,6,4,4,4,2,4,5,5,4,3,5,5,4,3,4,5,1,2,7,2,2,4,4,1,1,1,5,7,5,5,3,4,3,7,7,1,67,9,1,6,4,1,NA,NA,9,2,-77,-77,1,1,1986,39,0,0,NA,8000,8,8000,"not joint ok",-1.04950954233883,2.34993693581056,0.46354398097336,3.5,4.66666666666667,3.5,2.66666666666667,4.25,3.66666666666667,4,3,6,1,4.33333333333333,3.5,7,3.28571428571429,4.42857142857143,4.8,4,3.25,1.75,2,5,4.5,-2.80506745869547,-0.780678940144554,-2.81490650419962,-0.671082940688358,-0.735652581794851,-1.0498460704936,-1.78412765596307,-2.06374157010232,-0.283300974877435,-2.49926877814122,-1.4724408638006,-1.550359319107,1.03356100514871,7
284,757,3,2,NA,23,NA,NA,NA,4,NA,NA,1,1,NA,NA,3,2,3,6,"G",9,"M","M",1,1,1,1,1,1,1,23,6,5,6,5,6,4,3,5,4,4,5,5,3,6,6,3,5,6,6,5,5,5,4,6,1,1,3,5,5,7,2,2,2,5,7,5,4,6,5,5,7,4,6,6,5,4,5,5,5,4,3,6,3,6,6,5,3,2,4,6,5,6,6,6,3,4,2,7,7,6,5,5,6,6,7,7,2,54,1,0,5,2,1,NA,NA,9,2,-77,-77,1,0,1973,52,1,0,NA,8000,1,8000,"not joint ok",-0.121563141548726,-0.8104469208068,0.46354398097336,5,5,5.5,3,4.25,5.66666666666667,6,4.6,7,3,5.33333333333333,6,7,5,5,4.6,5,3.5,2.5,5.33333333333333,5.66666666666667,5,-1.03964038678923,-0.480417809319725,-0.572494563618148,-0.459768655929619,-0.735652581794851,0.479730985854694,0.274481177840473,-0.549489834396338,0.685500286361462,-1.04594948864941,-0.517813191788424,0.476655638521012,1.03356100514871,6
285,1446,2,2,NA,48,"wbg8",NA,NA,2,1,NA,NA,NA,NA,NA,5,1,4,2,"M",9,"C","P",1,1,1,1,1,1,1,NA,5,5,5,3,7,1,2,3,1,5,7,7,1,7,5,7,4,5,7,6,7,4,1,1,1,1,1,7,4,3,3,6,1,5,7,6,4,5,5,5,6,4,6,5,5,4,5,5,5,3,3,4,4,7,6,6,6,7,5,3,3,5,4,5,2,3,3,6,6,6,6,6,5,4,5,5,1,62,3,1,5,3,1,NA,NA,8,1,3,2,-77,1,1981,44,0,0,0.5,7000,2,7000,"joint ok",-0.69260708049648,-0.0203509566524603,0.258675377466461,4.75,5,6,6,4,3.66666666666667,4.5,4,6,2.66666666666667,6,4.5,5,3.28571428571429,5.42857142857143,5,5.66666666666667,1,2.5,5.66666666666667,5.33333333333333,5,-1.33387823210694,-0.480417809319725,-0.0118915784727806,1.44205990689903,-0.937788595110672,-1.0498460704936,-1.26947544751219,-1.11733423528608,-0.283300974877435,-1.28816937023138,0.118605256219695,-0.739553336055797,-0.477292291414188,5
286,974,3,2,NA,21,NA,NA,NA,18,NA,1,NA,NA,NA,NA,4,1,2,2,"E",10,"B","W",1,1,1,1,1,1,1,21,6,6,7,4,7,7,7,7,6,6,7,4,7,7,6,7,6,6,6,7,6,6,5,5,2,4,4,3,6,1,7,6,7,6,7,7,4,5,6,5,5,6,7,7,7,5,6,6,7,5,5,5,6,6,7,7,2,2,2,6,4,6,7,7,3,4,2,7,7,5,5,5,7,7,5,3,2,37,1,0,5,3,1,NA,NA,8,2,-77,-77,1,0,1956,69,1,0,NA,7000,1,7000,"not joint ok",1.09190522871525,-0.8104469208068,0.258675377466461,6.25,5.66666666666667,7,2,5.75,5.33333333333333,7,4.6,7,3,5,7,4,5.57142857142857,6,6,6.33333333333333,4,6,6,6,5.5,0.431548839799302,0.120104452329932,1.10931439181795,-1.09371151020583,0.477163498100074,0.224801476463311,1.30378559474225,-0.549489834396338,0.685500286361462,-1.04594948864941,-0.836022415792483,1.28746162157222,-1.23271893969564,5
287,876,3,2,NA,43,NA,NA,NA,1,NA,NA,1,NA,NA,NA,4,1,2,NA,"S",10,"E","F",1,1,1,1,1,1,1,43,6,6,7,4,5,3,6,7,7,6,7,2,7,7,6,5,6,5,6,4,7,5,3,5,4,1,4,4,4,1,4,5,3,3,7,7,3,3,7,5,2,5,3,7,7,6,6,5,5,2,2,5,6,5,6,6,2,1,5,5,5,5,5,6,2,5,2,3,3,5,6,6,5,4,5,5,2,75,5,0,4,5,1,NA,NA,8,2,-77,-77,1,0,1994,31,1,0,NA,7000,5,7000,"not joint ok",-1.62055348128658,0.769745007501879,0.258675377466461,6.5,5.33333333333333,6,2.66666666666667,3.5,5,5.5,3,3,3,5.66666666666667,4.5,5,5.28571428571429,4.85714285714286,5.6,5.33333333333333,4,2.75,5.66666666666667,3.33333333333333,6,0.725786685117008,-0.180156678494897,-0.0118915784727806,-0.671082940688358,-1.34206062174231,-0.0301280329280723,-0.240171030610414,-2.06374157010232,-3.18970475859412,-1.04594948864941,-0.199603967784364,-0.739553336055797,-0.477292291414188,3
288,855,3,2,NA,46,NA,NA,NA,35,NA,1,NA,NA,NA,NA,1,1,1,1,"J",2,"I","U",1,1,1,1,1,1,1,46,7,7,7,7,7,7,4,4,7,4,4,4,4,7,6,7,7,7,7,7,7,7,4,4,4,1,4,7,7,7,7,7,7,2,7,5,4,7,7,7,7,6,7,7,7,7,7,7,7,7,5,7,7,7,7,7,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,2,45,6,0,5,3,1,NA,NA,7,1,2,1,-77,0,1964,61,1,0,0.3,6000,6,3333.33333333333,"joint ok",0.520861289767496,1.16479298957905,-0.492509502058836,7,7,7,2.33333333333333,6.5,7,7,7,7,7,7,6,7,6.14285714285714,7,4.4,7,4,4.25,5.33333333333333,6.66666666666667,7,1.31426237575242,1.32114897562925,1.10931439181795,-0.882397225447096,1.08357153804754,1.49944902342023,1.30378559474225,1.72188776916264,0.685500286361462,1.86068909033421,1.07323292823187,0.476655638521012,1.03356100514871,7
289,3226,3,2,NA,40,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,2,2,"T",1,"H","K",1,1,1,1,1,1,1,40,6,7,7,7,6,7,4,6,6,4,7,4,1,7,4,4,6,7,7,4,3,5,1,4,4,4,3,6,2,5,6,6,4,2,5,6,4,6,6,4,6,5,5,6,7,4,5,4,5,2,4,5,5,4,6,6,3,4,4,7,5,5,6,6,6,6,5,7,6,6,7,6,5,4,5,4,2,29,2,0,2,3,1,NA,NA,6,1,4,3,-77,0,1948,77,1,0,0.7,5000,2,3571.42857142857,"joint ok",1.662949167663,-0.41539893872963,-0.443731263128622,5.5,4.66666666666667,6,3.66666666666667,3.75,5.66666666666667,6,6,6.5,5.66666666666667,6.33333333333333,4.5,4.5,5.14285714285714,6.14285714285714,4,4,3,4,5,5.33333333333333,5,-0.451164696153817,-0.780678940144554,-0.0118915784727806,-0.037140086412142,-1.13992460842649,0.479730985854694,0.274481177840473,0.775480434346397,0.201099655742014,0.891809564006338,0.436814480223754,-0.739553336055797,-0.855005615554913,6
290,1506,3,2,NA,48,NA,NA,NA,2,NA,1,NA,NA,NA,NA,2,1,2,1,"A",2,"R","W",1,1,1,1,1,1,1,48,7,6,7,6,5,5,6,6,7,7,7,6,7,7,5,7,6,7,6,5,7,5,6,7,5,1,4,6,7,7,4,7,6,7,6,4,2,7,7,6,6,7,5,7,7,5,6,6,6,7,6,3,3,6,7,6,1,1,1,5,5,5,7,7,2,2,2,6,7,6,7,6,6,5,7,7,2,40,2,0,5,3,1,NA,NA,1,1,3,1,-77,0,1959,66,1,0,0.5,0,2,8000,"joint but no income => NA",0.877763751609842,-0.41539893872963,0.46354398097336,6.25,4,6.5,1,6.25,5,7,3.8,6.5,2,6.33333333333333,5.5,7,6.57142857142857,6,6.4,5.66666666666667,5.5,4.5,4,6,6.5,0.431548839799302,-1.38120120179421,0.548711406672586,-1.72765436448205,0.881435524731716,-0.0301280329280723,1.30378559474225,-1.30661570224933,0.201099655742014,-1.77260913339531,0.436814480223754,0.071252646995409,1.03356100514871,7
291,854,1,2,NA,48,NA,NA,NA,2,NA,NA,1,1,NA,NA,1,4,2,4,"A",2,"G","S",1,1,1,1,1,1,1,48,7,7,7,7,7,7,7,7,7,4,4,4,7,4,4,7,6,7,7,7,6,4,3,4,4,4,4,7,7,7,7,4,4,7,7,7,4,7,6,7,6,6,6,7,7,7,7,6,6,5,5,7,7,7,6,6,6,5,5,7,4,5,6,7,4,5,3,6,6,7,7,7,7,7,7,5,1,41,1,0,2,3,2,"Irish",NA,5,2,-77,-77,2,0,1960,65,0,0,NA,4000,1,4000,"not joint ok",0.806383259241373,-0.8104469208068,-0.355930433054237,7,7,6,5.33333333333333,5.5,5.33333333333333,6.5,4.8,6,4,7,7,6,7,6.85714285714286,4.6,5.66666666666667,3.75,5.5,6,6,6.5,1.31426237575242,1.32114897562925,-0.0118915784727806,1.01943133738155,0.275027484784253,0.224801476463311,0.789133386291359,-0.36020836743309,-0.283300974877435,-0.319289843903504,1.07323292823187,1.28746162157222,0.278134356867261,7
